1,1,251440
2,1,108740
3,1,1250000
4,1,69460
5,1,214240
6,1,76820
7,1,1250000
8,1,1250000
9,1,253300
10,1,112560
11,1,43380
12,1,1250000
13,1,310140
14,1,248620
15,1,68040
16,1,1080340
17,1,271940
18,1,121780
19,1,103780
20,1,21460
21,1,331480
22,1,472300
23,1,15500
24,1,1250000
25,1,1250000
26,1,46160
27,1,157560
28,1,132380
29,1,1250000
30,1,230380
31,1,54100
32,1,39480
33,1,242520
34,1,46660
35,1,1250000
36,1,130320
37,1,32600
38,1,338900
39,1,1250000
40,1,120400
41,1,372800
42,1,499700
43,1,101220
44,1,279360
45,1,63400
46,1,67080
47,1,96240
48,1,71480
49,1,1250000
50,1,103420
51,1,420760
52,1,238760
53,1,78560
54,1,386320
55,1,201200
56,1,96740
57,1,508180
58,1,122880
59,1,90880
60,1,119300
61,1,184340
62,1,39260
63,1,1250000
64,1,163760
65,1,100660
66,1,1250000
67,1,96440
68,1,304560
69,1,1250000
70,1,494240
71,1,514920
72,1,268280
73,1,66800
74,1,5880
75,1,69840
76,1,40880
77,1,54800
78,1,33260
79,1,400660
80,1,29880
81,1,242740
82,1,65200
83,1,49480
84,1,280500
85,1,207720
86,1,1250000
87,1,1250000
88,1,439600
89,1,39920
90,1,114840
91,1,168500
92,1,1250000
93,1,159140
94,1,1250000
95,1,159200
96,1,158120
97,1,15940
98,1,19860
99,1,190360
100,1,103140
101,1,88140
102,1,71220
103,1,175680
104,1,91220
105,1,37720
106,1,1250000
107,1,335800
108,1,25180
109,1,490880
110,1,149440
111,1,47280
112,1,375140
113,1,1520
114,1,54200
115,1,151580
116,1,70380
117,1,405540
118,1,75020
119,1,106400
120,1,35400
121,1,14600
122,1,22160
123,1,117060
124,1,48740
125,1,154500
126,1,237480
127,1,50200
128,1,79260
129,1,50480
130,1,141540
131,1,73360
132,1,249760
133,1,514340
134,1,288560
135,1,77260
136,1,53360
137,1,34180
138,1,496520
139,1,77900
140,1,26300
141,1,92280
142,1,32740
143,1,37840
144,1,1250000
145,1,1250000
146,1,181280
147,1,41740
148,1,134860
149,1,139300
150,1,1250000
151,1,372240
152,1,187360
153,1,58960
154,1,303960
155,1,253660
156,1,1011740
157,1,83200
158,1,800
159,1,1250000
160,1,1250000
161,1,148200
162,1,42080
163,1,1250000
164,1,221760
165,1,263840
166,1,3780
167,1,13640
168,1,176220
169,1,125040
170,1,142140
171,1,1250000
172,1,1250000
173,1,67420
174,1,1250000
175,1,123820
176,1,1250000
177,1,304600
178,1,43660
179,1,1250000
180,1,24200
181,1,90260
182,1,120620
183,1,246200
184,1,236980
185,1,41700
186,1,107460
187,1,459500
188,1,65760
189,1,282280
190,1,58960
191,1,1250000
192,1,177940
193,1,235020
194,1,28920
195,1,890920
196,1,26180
197,1,900960
198,1,45460
199,1,75020
200,1,1028960
201,1,210220
202,1,275100
203,1,34660
204,1,1250000
205,1,132260
206,1,389580
207,1,604680
208,1,32540
209,1,1250000
210,1,1250000
211,1,1250000
212,1,37020
213,1,173320
214,1,112160
215,1,28080
216,1,495080
217,1,66080
218,1,202380
219,1,246620
220,1,44560
221,1,828100
222,1,30520
223,1,464480
224,1,140720
225,1,14720
226,1,1250000
227,1,54220
228,1,270260
229,1,1250000
230,1,235520
231,1,2960
232,1,101340
233,1,231300
234,1,177500
235,1,131220
236,1,1250000
237,1,33100
238,1,94140
239,1,20860
240,1,419020
241,1,35920
242,1,672000
243,1,123280
244,1,224620
245,1,139960
246,1,30020
247,1,250140
248,1,2820
249,1,104980
250,1,208680
251,1,1250000
252,1,70160
253,1,397420
254,1,1250000
255,1,1250000
256,1,289400
257,1,26520
258,1,1250000
259,1,1250000
260,1,2600
261,1,265980
262,1,64580
263,1,86700
264,1,38720
265,1,75780
266,1,1080
267,1,1250000
268,1,512660
269,1,136640
270,1,252860
271,1,70540
272,1,223080
273,1,126100
274,1,69720
275,1,13560
276,1,91480
277,1,41220
278,1,126080
279,1,164560
280,1,28320
281,1,158120
282,1,1250000
283,1,70700
284,1,104980
285,1,84860
286,1,369860
287,1,65340
288,1,1250000
289,1,341480
290,1,264720
291,1,17200
292,1,21160
293,1,5340
294,1,126500
295,1,182680
296,1,160580
297,1,139500
298,1,228160
299,1,1250000
300,1,130660
301,1,1250000
302,1,319620
303,1,1250000
304,1,1101460
305,1,91280
306,1,115940
307,1,24540
308,1,471700
309,1,350060
310,1,33360
311,1,152580
312,1,108020
313,1,62380
314,1,126600
315,1,323220
316,1,281660
317,1,56920
318,1,384880
319,1,1250000
320,1,258700
321,1,498600
322,1,247620
323,1,293620
324,1,518460
325,1,1250000
326,1,1250000
327,1,96560
328,1,36060
329,1,208860
330,1,230980
331,1,54080
332,1,1250000
333,1,23440
334,1,350080
335,1,13140
336,1,96820
337,1,72320
338,1,1035380
339,1,53800
340,1,87160
341,1,243420
342,1,37620
343,1,111960
344,1,83420
345,1,31280
346,1,322560
347,1,160440
348,1,150980
349,1,52620
350,1,51280
351,1,173160
352,1,1250000
353,1,1250000
354,1,298880
355,1,80720
356,1,24300
357,1,70180
358,1,48500
359,1,72340
360,1,135760
361,1,1250000
362,1,10500
363,1,22340
364,1,479460
365,1,68740
366,1,161340
367,1,108100
368,1,150140
369,1,45600
370,1,96860
371,1,167380
372,1,83940
373,1,299080
374,1,1250000
375,1,213320
376,1,401300
377,1,1250000
378,1,124680
379,1,93280
380,1,13780
381,1,92220
382,1,1250000
383,1,1250000
384,1,22460
385,1,765280
386,1,1250000
387,1,127900
388,1,584720
389,1,25040
390,1,52300
391,1,1250000
392,1,105700
393,1,226800
394,1,135340
395,1,162620
396,1,11980
397,1,120860
398,1,60920
399,1,309940
400,1,32080
401,1,181280
402,1,81120
403,1,51880
404,1,87460
405,1,639700
406,1,64380
407,1,314040
408,1,353560
409,1,139460
410,1,533420
411,1,49260
412,1,337360
413,1,93340
414,1,37880
415,1,313160
416,1,57980
417,1,284960
418,1,88240
419,1,82680
420,1,144500
421,1,1250000
422,1,18880
423,1,324600
424,1,192680
425,1,139400
426,1,735720
427,1,281320
428,1,178400
429,1,281360
430,1,240900
431,1,202620
432,1,993220
