1,1,40
2,1,0
3,1,280
4,1,260
5,1,500
6,1,0
7,1,1250000
8,1,0
9,1,0
10,1,40
11,1,20
12,1,800
13,1,40
14,1,240
15,1,0
16,1,0
17,1,700
18,1,280
19,1,0
20,1,0
21,1,0
22,1,0
23,1,0
24,1,600
25,1,0
26,1,1200
27,1,40
28,1,0
29,1,200
30,1,100
31,1,54100
32,1,700
33,1,0
34,1,1600
35,1,1250000
36,1,720
37,1,2400
38,1,338900
39,1,120
40,1,0
41,1,40
42,1,80
43,1,300
44,1,0
45,1,63400
46,1,0
47,1,280
48,1,0
49,1,1250000
50,1,560
51,1,1040
52,1,220
53,1,0
54,1,0
55,1,1600
56,1,0
57,1,160
58,1,0
59,1,600
60,1,480
61,1,1400
62,1,400
63,1,1140
64,1,800
65,1,0
66,1,60
67,1,0
68,1,140
69,1,200
70,1,1250000
71,1,1320
72,1,0
73,1,66800
74,1,0
75,1,60
76,1,4160
77,1,0
78,1,0
79,1,0
80,1,0
81,1,0
82,1,0
83,1,100
84,1,2500
85,1,140
86,1,320
87,1,1250000
88,1,400
89,1,600
90,1,0
91,1,40
92,1,40
93,1,0
94,1,0
95,1,0
96,1,40
97,1,300
98,1,100
99,1,190360
100,1,0
101,1,0
102,1,1500
103,1,80
104,1,100
105,1,0
106,1,360
107,1,0
108,1,0
109,1,1920
110,1,7240
111,1,0
112,1,140
113,1,0
114,1,420
115,1,1600
116,1,80
117,1,100
118,1,0
119,1,0
120,1,2700
121,1,0
122,1,22160
123,1,240
124,1,0
125,1,0
126,1,0
127,1,120
128,1,360
129,1,0
130,1,240
131,1,0
132,1,0
133,1,2280
134,1,1440
135,1,280
136,1,0
137,1,0
138,1,0
139,1,80
140,1,0
141,1,80
142,1,0
143,1,0
144,1,120
145,1,0
146,1,920
147,1,0
148,1,280
149,1,0
150,1,0
151,1,200
152,1,100
153,1,1400
154,1,80
155,1,0
156,1,0
157,1,0
158,1,0
159,1,120
160,1,0
161,1,0
162,1,0
163,1,0
164,1,0
165,1,0
166,1,600
167,1,0
168,1,0
169,1,2000
170,1,0
171,1,280
172,1,40
173,1,1340
174,1,0
175,1,0
176,1,200
177,1,1840
178,1,900
179,1,0
180,1,100
181,1,140
182,1,140
183,1,0
184,1,280
185,1,1500
186,1,120
187,1,0
188,1,0
189,1,0
190,1,9300
191,1,140
192,1,20
193,1,235020
194,1,0
195,1,0
196,1,40
197,1,0
198,1,140
199,1,120
200,1,0
201,1,600
202,1,0
203,1,120
204,1,280
205,1,0
206,1,280
207,1,0
208,1,120
209,1,20
210,1,0
211,1,0
212,1,100
213,1,0
214,1,3540
215,1,120
216,1,120
217,1,780
218,1,2000
219,1,680
220,1,0
221,1,700
222,1,0
223,1,280
224,1,240
225,1,600
226,1,0
227,1,0
228,1,0
229,1,1500
230,1,0
231,1,0
232,1,40
233,1,0
234,1,0
235,1,0
236,1,0
237,1,0
238,1,94140
239,1,0
240,1,2700
241,1,0
242,1,4280
243,1,460
244,1,0
245,1,0
246,1,1560
247,1,0
248,1,200
249,1,120
250,1,0
251,1,240
252,1,60
253,1,100
254,1,20
255,1,1460
